year_film,year_ceremony,ceremony,category,name,film,winner
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,A Beautiful Mind,1
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,Gosford Park,0
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Gosford Park,0
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,In the Bedroom,0
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Iris,0
2001,2002,74,ANIMATED FEATURE FILM,"Steve Oedekerk, John A. Davis",Jimmy Neutron: Boy Genius,0
2001,2002,74,ANIMATED FEATURE FILM,"Pete Docter, John Lasseter","Monsters, Inc.",0
2001,2002,74,ANIMATED FEATURE FILM,Aron Warner,Shrek,1
2001,2002,74,ART DIRECTION,Art Direction:  Aline Bonetto; Set Decoration:  Marie-Laure Valla,Amélie,0
2001,2002,74,ART DIRECTION,Art Direction:  Stephen Altman; Set Decoration:  Anna Pinnock,Gosford Park,0
2001,2002,74,ART DIRECTION,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,Harry Potter and the Sorcerer's Stone,0
2001,2002,74,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah,The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,ART DIRECTION,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,1
2001,2002,74,CINEMATOGRAPHY,Bruno Delbonnel,Amélie,0
2001,2002,74,CINEMATOGRAPHY,Slawomir Idziak,Black Hawk Down,0
2001,2002,74,CINEMATOGRAPHY,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,CINEMATOGRAPHY,Roger Deakins,The Man Who Wasn't There,0
2001,2002,74,CINEMATOGRAPHY,Donald M. McAlpine,Moulin Rouge,0
2001,2002,74,COSTUME DESIGN,Milena Canonero,The Affair of the Necklace,0
2001,2002,74,COSTUME DESIGN,Jenny Beavan,Gosford Park,0
2001,2002,74,COSTUME DESIGN,Judianna Makovsky,Harry Potter and the Sorcerer's Stone,0
2001,2002,74,COSTUME DESIGN,"Ngila Dickson, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,COSTUME DESIGN,"Catherine Martin, Angus Strathie",Moulin Rouge,1
2001,2002,74,DIRECTING,Ron Howard,A Beautiful Mind,1
2001,2002,74,DIRECTING,Ridley Scott,Black Hawk Down,0
2001,2002,74,DIRECTING,Robert Altman,Gosford Park,0
2001,2002,74,DIRECTING,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,DIRECTING,David Lynch,Mulholland Drive,0
2001,2002,74,DOCUMENTARY (Feature),Edet Belzberg,Children Underground,0
2001,2002,74,DOCUMENTARY (Feature),"Susan Froemke, Deborah Dickson",LaLee's Kin: The Legacy of Cotton,0
2001,2002,74,DOCUMENTARY (Feature),"Jean-Xavier de Lestrade, Denis Poncet",Murder on a Sunday Morning,1
2001,2002,74,DOCUMENTARY (Feature),"Justine Shapiro, B.Z. Goldberg",Promises,0
2001,2002,74,DOCUMENTARY (Feature),Christian Frei,War Photographer,0
2001,2002,74,DOCUMENTARY (Short Subject),Lianne Klapper McNally,Artists and Orphans: A 1 Drama,0
2001,2002,74,DOCUMENTARY (Short Subject),"Freida Lee Mock, Jessica Sanders",Sing!,0
2001,2002,74,DOCUMENTARY (Short Subject),"Sarah Kernochan, Lynn Appelle",Thoth,1
2001,2002,74,FILM EDITING,"Mike Hill, Dan Hanley",A Beautiful Mind,0
2001,2002,74,FILM EDITING,Pietro Scalia,Black Hawk Down,1
2001,2002,74,FILM EDITING,John Gilbert,The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,FILM EDITING,Dody Dorn,Memento,0
2001,2002,74,FILM EDITING,Jill Bilcock,Moulin Rouge,0
2001,2002,74,FOREIGN LANGUAGE FILM,France,Amélie,0
2001,2002,74,FOREIGN LANGUAGE FILM,Norway,Elling,0
2001,2002,74,FOREIGN LANGUAGE FILM,India,Lagaan,0
2001,2002,74,FOREIGN LANGUAGE FILM,Bosnia & Herzegovina,No Man's Land,1
2001,2002,74,FOREIGN LANGUAGE FILM,Argentina,Son of the Bride,0
2001,2002,74,MAKEUP,"Greg Cannom, Colleen Callaghan",A Beautiful Mind,0
2001,2002,74,MAKEUP,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,MAKEUP,"Maurizio Silvi, Aldo Signoretti",Moulin Rouge,0
2001,2002,74,MUSIC (Original Score),John Williams,A.I. Artificial Intelligence,0
2001,2002,74,MUSIC (Original Score),James Horner,A Beautiful Mind,0
2001,2002,74,MUSIC (Original Score),John Williams,Harry Potter and the Sorcerer's Stone,0
2001,2002,74,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,MUSIC (Original Score),Randy Newman,"Monsters, Inc.",0
2001,2002,74,MUSIC (Original Song),Music and Lyric by Randy Newman,"Monsters, Inc.",1
2001,2002,74,MUSIC (Original Song),"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,MUSIC (Original Song),Music and Lyric by Diane Warren,Pearl Harbor,0
2001,2002,74,MUSIC (Original Song),Music and Lyric by Sting,Kate & Leopold,0
2001,2002,74,MUSIC (Original Song),Music and Lyric by Paul McCartney,Vanilla Sky,0
2001,2002,74,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,1
2001,2002,74,BEST PICTURE,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,0
2001,2002,74,BEST PICTURE,"Graham Leader, Ross Katz and Todd Field, Producers",In the Bedroom,0
2001,2002,74,BEST PICTURE,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,BEST PICTURE,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge,0
2001,2002,74,SHORT FILM (Animated),"Ruairi Robinson, Seamus Byrne",Fifty Percent Grey,0
2001,2002,74,SHORT FILM (Animated),Ralph Eggleston,For the Birds,1
2001,2002,74,SHORT FILM (Animated),"Cathal Gaffney, Darragh O'Connell",Give Up Yer Aul Sins,0
2001,2002,74,SHORT FILM (Animated),Cordell Barker,Strange Invaders,0
2001,2002,74,SHORT FILM (Animated),Joseph E. Merideth,Stubble Trouble,0
2001,2002,74,SHORT FILM (Live Action),"Ray McKinnon, Lisa Blount",the accountant,1
2001,2002,74,SHORT FILM (Live Action),Virgil Widrich,Copy Shop,0
2001,2002,74,SHORT FILM (Live Action),Johannes Kiefer,Gregor's Greatest Invention,0
2001,2002,74,SHORT FILM (Live Action),"Slawomir Fabicki, Bogumil Godfrejow",A Man Thing (Meska Sprawa),0
2001,2002,74,SHORT FILM (Live Action),"Kalman Apple, Shameela Bakhsh",Speed for Thespians,0
2001,2002,74,SOUND,"Vincent Arnardi, Guillaume Leriche, Jean Umansky",Amélie,0
2001,2002,74,SOUND,"Michael Minkler, Myron Nettinga, Chris Munro",Black Hawk Down,1
2001,2002,74,SOUND,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,SOUND,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",Moulin Rouge,0
2001,2002,74,SOUND,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Pearl Harbor,0
2001,2002,74,SOUND EDITING,"Gary Rydstrom, Michael Silvers","Monsters, Inc.",0
2001,2002,74,SOUND EDITING,"George Watters II, Christopher Boyes",Pearl Harbor,1
2001,2002,74,VISUAL EFFECTS,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri",A.I. Artificial Intelligence,0
2001,2002,74,VISUAL EFFECTS,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,VISUAL EFFECTS,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",Pearl Harbor,0
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,A Beautiful Mind,1
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Daniel Clowes & Terry Zwigoff,Ghost World,0
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Rob Festinger and Todd Field,In the Bedroom,0
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,Shrek,0
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,Amélie,0
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Julian Fellowes,Gosford Park,1
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Christopher Nolan; Story by Jonathan Nolan,Memento,0
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Milo Addica & Will Rokos,Monster's Ball,0
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Wes Anderson & Owen Wilson,The Royal Tenenbaums,0
2001,2002,74,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur Hiller,,1
2001,2002,74,HONORARY AWARD, Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,1
2001,2002,74,HONORARY AWARD, Robert Redford:  Actor,,1
2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,1
2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,0
2002,2003,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,0
2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,0
2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,0
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,1
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,0
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,0
2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,0
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,0
2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,0
2002,2003,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,1
2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,0
2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,0
2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,0
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,0
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,0
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,0
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,0
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,1
2002,2003,75,ANIMATED FEATURE FILM,Chris Wedge,Ice Age,0
2002,2003,75,ANIMATED FEATURE FILM,Chris Sanders,Lilo & Stitch,0
2002,2003,75,ANIMATED FEATURE FILM,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,0
2002,2003,75,ANIMATED FEATURE FILM,Hayao Miyazaki,Spirited Away,1
2002,2003,75,ANIMATED FEATURE FILM,Ron Clements,Treasure Planet,0
2002,2003,75,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,1
2002,2003,75,ART DIRECTION,Art Direction:  Felipe Fernandez del Paso; Set Decoration:  Hania Robledo,Frida,0
2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,0
2002,2003,75,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Alan Lee,The Lord of the Rings: The Two Towers,0
2002,2003,75,ART DIRECTION,Art Direction:  Dennis Gassner; Set Decoration:  Nancy Haigh,Road to Perdition,0
2002,2003,75,CINEMATOGRAPHY,Dion Beebe,Chicago,0
2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,0
2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,0
2002,2003,75,CINEMATOGRAPHY,Pawel Edelman,The Pianist,0
2002,2003,75,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,1
2002,2003,75,COSTUME DESIGN,Colleen Atwood,Chicago,1
2002,2003,75,COSTUME DESIGN,Julie Weiss,Frida,0
2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,0
2002,2003,75,COSTUME DESIGN,Ann Roth,The Hours,0
2002,2003,75,COSTUME DESIGN,Anna Sheppard,The Pianist,0
2002,2003,75,DIRECTING,Rob Marshall,Chicago,0
2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,0
2002,2003,75,DIRECTING,Stephen Daldry,The Hours,0
2002,2003,75,DIRECTING,Roman Polanski,The Pianist,1
2002,2003,75,DIRECTING,Pedro Almodóvar,Talk to Her,0
2002,2003,75,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan",Bowling for Columbine,1
2002,2003,75,DOCUMENTARY (Feature),"Gail Dolgin, Vicente Franco",Daughter from Danang,0
2002,2003,75,DOCUMENTARY (Feature),"Malcolm Clarke, Stuart Sender",Prisoner of Paradise,0
2002,2003,75,DOCUMENTARY (Feature),"Jeffrey Blitz, Sean Welch",Spellbound,0
2002,2003,75,DOCUMENTARY (Feature),Jacques Perrin,Winged Migration,0
2002,2003,75,DOCUMENTARY (Short Subject),Alice Elliott,The Collector of Bedford Street,0
2002,2003,75,DOCUMENTARY (Short Subject),"Robert Hudson, Bobby Houston",Mighty Times: The Legacy of Rosa Parks,0
2002,2003,75,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port",Twin Towers,1
2002,2003,75,DOCUMENTARY (Short Subject),"Roger Weisberg, Murray Nossel",Why Can't We Be a Family Again?,0
2002,2003,75,FILM EDITING,Martin Walsh,Chicago,1
2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,0
2002,2003,75,FILM EDITING,Peter Boyle,The Hours,0
2002,2003,75,FILM EDITING,Michael Horton,The Lord of the Rings: The Two Towers,0
2002,2003,75,FILM EDITING,Hervé de Luze,The Pianist,0
2002,2003,75,FOREIGN LANGUAGE FILM,Mexico,El Crimen del Padre Amaro,0
2002,2003,75,FOREIGN LANGUAGE FILM,People's Republic of China,Hero,0
2002,2003,75,FOREIGN LANGUAGE FILM,Finland,The Man without a Past,0
2002,2003,75,FOREIGN LANGUAGE FILM,Germany,Nowhere in Africa,1
2002,2003,75,FOREIGN LANGUAGE FILM,The Netherlands,Zus & Zo,0
2002,2003,75,MAKEUP,"John Jackson, Beatrice De Alba",Frida,1
2002,2003,75,MAKEUP,"John M. Elliott, Jr., Barbara Lorenz",The Time Machine,0
2002,2003,75,MUSIC (Original Score),John Williams,Catch Me If You Can,0
2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,0
2002,2003,75,MUSIC (Original Score),Elliot Goldenthal,Frida,1
2002,2003,75,MUSIC (Original Score),Philip Glass,The Hours,0
2002,2003,75,MUSIC (Original Score),Thomas Newman,Road to Perdition,0
2002,2003,75,MUSIC (Original Song),Music by Elliot Goldenthal; Lyric by Julie Taymor,Frida,0
2002,2003,75,MUSIC (Original Song),Music and Lyric by Paul Simon,The Wild Thornberrys Movie,0
2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,0
2002,2003,75,MUSIC (Original Song),Music by John Kander; Lyric by Fred Ebb,Chicago,0
2002,2003,75,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,1
2002,2003,75,BEST PICTURE,"Martin Richards, Producer",Chicago,1
2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,0
2002,2003,75,BEST PICTURE,"Scott Rudin and Robert Fox, Producers",The Hours,0
2002,2003,75,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,0
2002,2003,75,BEST PICTURE,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,0
2002,2003,75,SHORT FILM (Animated),Tomek Baginski,The Cathedral,0
2002,2003,75,SHORT FILM (Animated),Eric Armstrong,The ChubbChubbs!,1
2002,2003,75,SHORT FILM (Animated),"Chris Stenner, Heidi Wittlinger",Das Rad,0
2002,2003,75,SHORT FILM (Animated),"Pete Docter, Roger Gould",Mike's New Car,0
2002,2003,75,SHORT FILM (Animated),Koji Yamamura,Mt. Head,0
2002,2003,75,SHORT FILM (Live Action),"Dirk Beliën, Anja Daelemans",Fait D'Hiver,0
2002,2003,75,SHORT FILM (Live Action),"Philippe Orreindy, Thomas Gaudin",I'll Wait for the Next One... (J'Attendrai Le Suivant...),0
2002,2003,75,SHORT FILM (Live Action),"Steven Pasvolsky, Joe Weatherstone",Inja (Dog),0
2002,2003,75,SHORT FILM (Live Action),"Lexi Alexander, Alexander Buono",Johnny Flynton,0
2002,2003,75,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen",This Charming Man (Der Er En Yndig Mand),1
2002,2003,75,SOUND,"Michael Minkler, Dominick Tavella, David Lee",Chicago,1
2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,0
2002,2003,75,SOUND,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",The Lord of the Rings: The Two Towers,0
2002,2003,75,SOUND,"Scott Millan, Bob Beemer, John Patrick Pritchett",Road to Perdition,0
2002,2003,75,SOUND,"Kevin O'Connell, Greg P. Russell, Ed Novick",Spider-Man,0
2002,2003,75,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,1
2002,2003,75,SOUND EDITING,"Richard Hymns, Gary Rydstrom",Minority Report,0
2002,2003,75,SOUND EDITING,Scott A. Hecker,Road to Perdition,0
2002,2003,75,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,1
2002,2003,75,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",Spider-Man,0
2002,2003,75,VISUAL EFFECTS,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",Star Wars Episode II Attack of the Clones,0
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,About a Boy,0
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Charlie Kaufman and Donald Kaufman,Adaptation,0
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Bill Condon,Chicago,0
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by David Hare,The Hours,0
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Pianist,1
2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,0
2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,0
2002,2003,75,WRITING (Original Screenplay),Written by Nia Vardalos,My Big Fat Greek Wedding,0
2002,2003,75,WRITING (Original Screenplay),Written by Pedro Almodóvar,Talk to Her,1
2002,2003,75,WRITING (Original Screenplay),Written by Carlos Cuarón and Alfonso Cuarón,Y Tu Mamá También,0
2002,2003,75,HONORARY AWARD, Peter O'ole,,1
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,0
2003,2004,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,0
2003,2004,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,0
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,0
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,1
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,0
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,0
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,0
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,1
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,0
2003,2004,76,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,Whale Rider,0
2003,2004,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,0
2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,0
2003,2004,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,1
2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,0
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,0
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,0
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,0
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,0
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,1
2003,2004,76,ANIMATED FEATURE FILM,Aaron Blaise and Robert Walker,Brother Bear,0
2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,1
2003,2004,76,ANIMATED FEATURE FILM,Sylvain Chomet,The Triplets of Belleville,0
2003,2004,76,ART DIRECTION,Art Direction: Ben Van Os; Set Decoration: Cecile Heideman,Girl with a Pearl Earring,0
2003,2004,76,ART DIRECTION,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,The Last Samurai,0
2003,2004,76,ART DIRECTION,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,1
2003,2004,76,ART DIRECTION,Art Direction: William Sandell; Set Decoration: Robert Gould,Master and Commander: The Far Side of the World,0
2003,2004,76,ART DIRECTION,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,Seabiscuit,0
2003,2004,76,CINEMATOGRAPHY,Cesar Charlone,City of God,0
2003,2004,76,CINEMATOGRAPHY,John Seale,Cold Mountain,0
2003,2004,76,CINEMATOGRAPHY,Eduardo Serra,Girl with a Pearl Earring,0
2003,2004,76,CINEMATOGRAPHY,Russell Boyd,Master and Commander: The Far Side of the World,1
2003,2004,76,CINEMATOGRAPHY,John Schwartzman,Seabiscuit,0
2003,2004,76,COSTUME DESIGN,Dien van Straalen,Girl with a Pearl Earring,0
2003,2004,76,COSTUME DESIGN,Ngila Dickson,The Last Samurai,0
2003,2004,76,COSTUME DESIGN,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,1
2003,2004,76,COSTUME DESIGN,Wendy Stites,Master and Commander: The Far Side of the World,0
2003,2004,76,COSTUME DESIGN,Judianna Makovsky,Seabiscuit,0
2003,2004,76,DIRECTING,Fernando Meirelles,City of God,0
2003,2004,76,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,1
